	NIW_0_MPI_1	NIW_0_MPI_2	NIW_0_MPI_3	IW_0_MPI_1	IW_0_MPI_2	IW_0_MPI_3
VIT_15s0021g01120	185	196	187	185	176	200
VIT_11s0118g00110	2	4	3	1	0	2
VIT_09s0018g00270	63	57	75	101	63	100
VIT_14s0036g00330	158	123	109	162	171	184
VIT_18s0001g13940	16	29	27	23	41	35
VIT_00s0279g00080	0	0	0	0	0	0
VIT_06s0004g04370	2570	6000	5115	7172	2576	4935
VIT_16s0098g01140	424	521	382	482	525	544
VIT_07s0104g00960	2067	5845	4864	5862	2338	4351
VIT_06s0004g07390	1247	961	1086	650	1211	1072
VIT_07s0031g02330	42	43	40	45	33	55
VIT_10s0003g03600	1	1	0	4	0	0
VIT_09s0002g03500	119	169	154	108	95	87
VIT_14s0066g01190	41	31	23	76	74	65
VIT_07s0031g01050	2	1	1	0	0	0
VIT_05s0077g02000	25	27	22	27	27	44
VIT_14s0128g00990	0	0	0	0	0	0
VIT_05s0062g00460	11	11	13	24	13	16
VIT_05s0165g00230	40	32	27	47	41	40
VIT_16s0100g01040	0	0	0	1	3	5
VIT_04s0044g01120	15	59	21	136	306	248
VIT_11s0016g01480	907	1635	1068	1011	984	982
VIT_13s0067g00080	2528	2356	2138	1634	2068	1976
VIT_03s0038g03250	3337	2743	2977	2061	3294	2864
VIT_19s0015g02130	75	84	58	67	75	85
VIT_01s0010g01780	35	28	43	53	47	65
VIT_17s0000g04950	119	148	131	265	171	197
VIT_15s0046g03710	0	0	0	0	0	0
VIT_16s0050g02300	1	0	1	1	1	0
VIT_15s0048g00270	1198	1206	1115	1584	1355	1535
VIT_16s0039g00980	0	0	0	0	0	0
VIT_19s0090g01260	289	299	260	310	300	315
VIT_00s2580g00010	147	148	141	162	187	172
VIT_08s0007g01070	23	3	2	4	3	2
VIT_08s0007g05800	653	614	637	767	772	848
VIT_07s0005g03590	2	1	1	28	30	38
VIT_18s0001g05710	1101	1103	873	1154	1259	1282
VIT_12s0034g01790	876	549	519	614	689	649
VIT_13s0106g00360	0	0	0	1	0	0
VIT_01s0150g00610	3467	2819	2718	2732	2187	2575
VIT_10s0003g03170	171	149	123	244	155	185
VIT_13s0064g01100	83	24	35	45	36	37
VIT_19s0177g00300	1321	1184	966	1209	1428	1387
VIT_19s0093g00500	111	134	118	108	116	99
VIT_17s0000g09220	588	734	725	480	616	559
VIT_11s0206g00120	3876	3595	3869	3845	3217	3761
VIT_05s0020g04020	1659	1662	1212	1299	1740	1622
VIT_17s0000g04780	901	860	757	874	994	1053
VIT_07s0031g03180	0	0	0	0	0	0
VIT_12s0035g02040	81	70	56	37	73	64
VIT_16s0039g01640	84	89	105	116	134	147
VIT_17s0000g00950	1	2	3	20	7	26
VIT_04s0023g03700	661	770	702	857	754	865
VIT_00s0391g00070	8052	9422	7485	9117	4424	7180
VIT_14s0030g01050	27	24	39	34	115	80
VIT_00s0960g00040	0	0	0	0	0	0
VIT_15s0021g02340	1	1	2	0	0	3
VIT_00s0183g00040	0	0	0	0	0	0
VIT_18s0001g04270	128	143	186	191	248	223
VIT_06s0080g00020	114	116	110	126	204	150
VIT_04s0044g01830	3	4	2	1	6	5
VIT_00s0477g00030	566	267	150	415	526	521
VIT_05s0049g01240	4892	4541	4093	3955	4547	4578
VIT_05s0094g01490	1525	1700	1829	1655	1537	1620
VIT_00s1613g00010	15	12	15	18	21	17
VIT_15s0021g01850	999	1054	1272	764	928	895
VIT_03s0063g00980	0	0	1	0	0	0
VIT_06s0004g06110	1212	1271	1135	1170	798	1024
VIT_01s0011g00300	782	804	750	690	730	742
VIT_12s0142g00130	1833	1892	1400	1589	2092	1941
VIT_06s0009g01940	388	352	335	271	371	337
VIT_05s0029g00940	0	0	0	0	0	0
VIT_07s0151g00380	116	119	92	104	133	132
VIT_07s0104g00570	701	801	753	874	709	895
VIT_18s0001g08790	750	706	643	730	532	659
VIT_07s0104g01770	1	1	0	3	1	3
VIT_05s0049g01000	841	1074	1119	1014	910	1032
VIT_19s0090g01690	179	172	142	187	169	182
VIT_14s0128g00050	5125	4892	4732	4456	6999	6311
VIT_03s0063g01610	0	0	0	0	0	0
VIT_00s0408g00010	0	0	0	0	0	0
VIT_04s0008g04910	532	525	562	610	466	586
VIT_00s2246g00010	0	0	0	0	0	0
VIT_02s0033g01050	8	9	13	22	11	24
VIT_12s0121g00130	0	0	0	0	0	0
VIT_05s0077g00490	76	72	59	44	54	65
VIT_00s0264g00060	129	119	109	113	124	122
VIT_00s0198g00100	1	1	1	1	1	1
VIT_17s0000g09720	102	97	111	65	96	112
VIT_16s0098g00670	80	96	91	133	179	149
VIT_18s0001g02600	1403	1457	1649	1271	1463	1513
VIT_03s0038g04530	0	0	0	0	0	0
VIT_10s0116g00720	654	689	650	807	741	854
VIT_09s0002g03280	0	0	0	0	0	0
VIT_00s0515g00050	46	26	21	30	29	39
VIT_03s0180g00090	340	435	276	599	553	590
VIT_08s0040g01490	3	10	14	25	5	15
VIT_17s0000g06290	45	25	35	21	16	29
VIT_17s0000g09850	455	449	440	396	441	441
VIT_03s0091g00500	0	0	0	0	1	3
VIT_17s0053g00980	153	113	120	98	89	108
VIT_04s0008g02150	2	3	0	12	9	13
VIT_04s0023g03580	223	257	226	291	341	356
VIT_17s0000g06730	660	722	615	308	364	362
VIT_01s0026g02300	0	0	0	0	0	0
VIT_07s0104g01320	5133	6076	5735	6384	6195	6737
VIT_05s0020g03410	1	2	1	0	5	4
VIT_18s0001g10230	1	2	1	1	2	3
VIT_07s0104g01070	834	933	855	655	683	736
VIT_02s0033g00920	0	0	0	0	1	0
VIT_09s0054g00670	0	0	0	0	0	0
VIT_07s0005g03030	3	9	9	6	19	12
VIT_05s0102g00870	1	0	0	3	3	0
VIT_10s0003g01410	406	152	176	137	147	156
VIT_10s0003g01320	508	491	546	588	542	555
VIT_08s0007g06880	506	525	517	541	594	563
VIT_17s0000g06650	616	675	513	619	773	703
VIT_14s0081g00400	50	98	41	74	103	107
VIT_00s0131g00320	1	0	1	0	0	0
VIT_18s0001g05110	879	880	759	848	1186	1080
VIT_10s0071g00210	1403	1404	1300	982	1101	1157
VIT_00s0484g00010	30	25	35	10	39	24
VIT_03s0063g00430	1	0	1	4	3	2
VIT_17s0000g09890	425	437	420	387	393	390
VIT_18s0001g06910	93	122	69	209	273	234
VIT_00s0388g00080	0	0	0	0	1	1
VIT_07s0031g01540	262	526	338	385	641	581
VIT_14s0083g00250	677	705	518	1091	251	662
VIT_01s0011g06330	1424	1406	1149	1175	1988	1714
VIT_08s0032g00520	0	0	0	0	0	0
VIT_07s0005g06710	0	1	0	1	0	0
VIT_09s0002g03770	686	820	741	983	792	899
VIT_18s0041g00870	5	3	2	1	3	0
VIT_12s0028g01120	1623	1686	1309	1752	2222	2064
VIT_07s0005g00360	487	405	390	239	330	265
VIT_00s0540g00040	0	0	2	0	2	0
VIT_13s0019g01720	1258	1346	1181	1197	1279	1409
VIT_12s0028g00860	32	7	14	27	36	30
VIT_14s0066g01860	6	4	7	7	15	8
VIT_05s0094g00250	4	3	2	2	1	3
VIT_13s0067g00780	1	3	4	7	8	3
VIT_12s0055g00700	1751	1918	2123	1637	1497	1719
VIT_03s0088g00340	2	0	0	0	0	0
VIT_07s0005g01950	17	5	6	13	5	12
VIT_12s0034g02380	622	618	595	757	754	784
VIT_08s0058g01330	291	248	237	188	226	202
VIT_11s0052g01180	296	54	88	20	103	67
VIT_01s0026g00060	0	0	0	0	0	0
VIT_02s0012g02540	853	616	842	838	671	796
VIT_09s0002g05140	0	0	0	0	0	0
VIT_05s0020g04810	38	28	20	11	22	20
VIT_04s0023g00570	1	4	0	3	7	7
VIT_08s0007g03560	220	273	396	409	151	289
VIT_19s0015g02010	0	0	0	0	0	0
VIT_00s1238g00010	118	100	100	135	139	146
VIT_11s0037g01230	58	52	58	53	57	65
VIT_19s0027g01120	36	49	38	47	26	46
VIT_04s0023g03080	0	0	0	0	0	0
VIT_19s0085g00870	64	68	55	34	33	55
VIT_14s0068g00480	34	32	44	39	44	48
VIT_18s0001g09190	11	3	10	20	22	29
VIT_17s0000g00820	0	0	0	0	0	0
VIT_15s0046g01170	2	0	0	0	0	1
VIT_05s0049g00770	1	3	0	14	72	64
VIT_13s0156g00020	891	983	937	925	742	905
VIT_05s0049g00480	130	114	101	162	126	127
VIT_05s0020g01710	2314	2779	2529	2013	2191	2250
VIT_08s0007g08540	28561	17996	22926	15189	22490	20545
VIT_19s0015g02370	0	0	0	0	0	0
VIT_16s0039g02460	202	258	318	265	140	202
VIT_09s0002g06300	166	290	266	554	336	490
VIT_18s0001g12320	0	0	0	0	0	0
VIT_13s0019g04040	9	14	14	12	18	11
VIT_12s0055g01260	0	0	0	0	0	0
VIT_06s0004g08420	5	30	27	46	14	35
VIT_11s0052g00370	4	6	1	3	0	1
VIT_12s0035g01560	37	26	30	22	22	28
VIT_00s0174g00300	72	96	82	60	76	81
VIT_03s0063g01590	33	21	12	21	50	31
VIT_19s0014g00580	8	7	2	6	9	14
VIT_13s0158g00140	3289	3013	2848	3322	3171	3433
VIT_00s0868g00020	152	347	305	419	212	316
VIT_13s0074g00370	392	429	349	359	343	375
VIT_16s0022g00610	0	0	0	0	0	0
VIT_19s0090g01000	87358	55166	57973	57512	51988	58918
VIT_08s0056g00750	219	246	272	225	249	266
VIT_07s0031g02550	1482	1152	1229	1214	819	1047
VIT_04s0008g00470	485	477	280	849	926	966
VIT_19s0014g03420	1	1	3	2	3	1
VIT_00s0120g00060	0	0	0	0	0	0
VIT_09s0018g00500	0	0	0	0	0	0
VIT_06s0009g01590	179	314	286	283	127	226
VIT_00s0215g00050	1680	1676	1682	1283	1254	1410
VIT_07s0104g00610	2693	2249	1846	924	3055	2180
VIT_05s0077g00950	11780	10391	9426	8115	6307	7629
VIT_18s0001g14670	3789	3564	3443	3781	3714	4258
VIT_14s0066g01390	532	442	494	421	395	405
VIT_06s0004g04900	6	4	1	5	6	6
VIT_01s0011g01570	3487	3595	3417	3418	3425	3446
VIT_12s0059g00880	210	234	141	330	221	300
VIT_01s0026g01110	79	82	67	52	71	47
VIT_09s0002g06940	0	0	0	0	0	0
VIT_15s0048g00400	0	0	0	0	0	0
VIT_04s0008g01590	41	44	119	421	14	211
VIT_14s0068g01900	1	2	1	2	2	0
VIT_08s0007g08190	44	92	77	93	75	106
VIT_13s0084g00020	48	69	90	85	98	116
VIT_13s0067g00650	0	0	0	0	0	0
VIT_13s0019g01100	2652	1964	1786	2304	2200	2489
VIT_12s0134g00450	804	487	300	494	973	760
VIT_18s0001g04960	3	6	15	2	3	5
VIT_14s0108g01650	4161	4398	4381	4685	4547	4978
VIT_02s0025g03340	0	0	1	0	0	0
VIT_18s0001g06380	18	14	10	8	13	17
VIT_18s0001g15020	101	101	77	65	98	75
VIT_13s0019g01030	332	342	307	193	451	370
VIT_18s0041g00650	659	613	499	755	918	879
VIT_14s0030g02090	94	145	140	168	107	138
VIT_07s0197g00190	0	0	0	0	0	0
VIT_15s0107g00500	111	146	120	143	170	180
VIT_07s0005g03010	137	213	206	142	177	176
VIT_01s0127g00910	50	97	64	105	139	147
VIT_13s0067g03680	86	46	47	103	117	109
VIT_19s0093g00440	0	0	0	0	0	0
VIT_17s0053g00770	439	572	711	480	496	530
VIT_04s0023g01840	61	70	57	82	56	62
VIT_07s0129g00110	101	79	62	119	110	123
VIT_15s0045g01440	0	0	0	0	0	0
VIT_08s0056g01080	234	274	252	252	218	263
VIT_03s0038g02990	0	0	0	0	0	0
VIT_10s0071g01000	0	0	0	0	0	1
VIT_05s0020g02440	81	78	83	105	119	109
VIT_08s0007g05660	0	0	0	0	0	0
VIT_08s0007g08930	632	726	762	489	678	619
VIT_00s0337g00070	41	55	65	65	56	56
VIT_18s0122g01350	756	975	945	886	662	833
VIT_04s0044g01230	1	1	0	125	4	48
VIT_01s0011g05030	696	473	409	361	426	424
VIT_16s0098g00690	125	109	81	198	169	203
VIT_13s0019g03120	7	9	7	9	6	13
VIT_00s0215g00080	2	0	2	0	1	0
VIT_17s0000g01970	1058	937	741	1443	1623	1639
VIT_00s0282g00030	184	186	169	190	198	196
VIT_03s0038g03750	367	372	301	399	448	401
VIT_05s0094g00700	0	0	0	1	0	0
VIT_16s0050g01350	0	0	0	0	0	0
VIT_02s0025g03510	785	727	674	711	927	951
VIT_04s0008g05270	532	567	508	325	469	407
VIT_18s0075g00690	0	0	0	1	0	0
VIT_03s0097g00140	11	12	5	1	18	13
VIT_14s0083g00990	717	760	713	739	698	802
VIT_04s0023g00730	1385	1409	1112	2142	1944	2113
VIT_03s0180g00200	2050	2236	2644	3547	1464	2717
VIT_13s0064g00200	1158	851	835	869	1164	1215
VIT_13s0019g00970	0	0	5	0	0	0
VIT_01s0127g00440	8146	9113	8079	10446	8654	10151
VIT_10s0003g01710	588	511	483	433	424	445
VIT_04s0043g01010	4055	2870	2974	2184	4168	3453
VIT_09s0002g02290	716	664	669	708	654	691
VIT_18s0001g03470	944	1549	1423	1854	886	1407
VIT_14s0068g00190	39	100	116	253	36	138
VIT_14s0081g00560	792	767	659	690	646	703
VIT_09s0002g05880	0	0	0	0	0	0
VIT_03s0088g01200	111	65	73	104	114	106
VIT_18s0001g11120	1931	2359	1744	1301	2249	2035
VIT_19s0093g00260	0	0	0	0	0	0
VIT_03s0091g00030	0	0	0	0	0	0
VIT_03s0097g00570	2910	2564	2223	2268	2861	2774
VIT_17s0000g09420	184	135	140	117	158	155
VIT_04s0008g04880	1	0	0	0	0	0
VIT_04s0008g00560	521	509	530	369	502	460
VIT_16s0039g00200	1142	1577	1486	1506	1655	1658
VIT_07s0104g01360	2188	2254	1613	3110	3473	3395
VIT_00s0582g00020	8	8	6	8	4	11
VIT_12s0059g01710	16	17	30	18	31	21
VIT_14s0060g02570	0	0	0	0	0	0
VIT_09s0054g00680	7	12	7	22	11	16
VIT_18s0001g05140	0	1	0	0	0	0
VIT_17s0000g06600	77	79	75	101	116	162
VIT_11s0016g02500	155	243	226	119	225	176
VIT_04s0008g07080	188	194	192	199	208	227
VIT_00s0240g00050	2	6	2	2	5	3
VIT_05s0165g00260	0	0	0	7	9	11
VIT_08s0032g01160	0	0	0	0	0	0
VIT_16s0100g00620	153	98	75	58	79	89
VIT_01s0026g02490	1246	1131	881	1466	1605	1638
VIT_11s0065g01040	19	27	18	19	19	17
VIT_06s0009g03650	846	652	674	729	892	933
VIT_08s0007g07260	2	0	2	0	1	5
VIT_01s0011g05330	2066	1979	1817	1918	1850	1998
VIT_02s0025g03320	4022	2971	1859	2119	5064	3865
VIT_18s0075g00370	1	2	0	9	3	3
VIT_06s0004g02340	0	0	0	0	0	0
VIT_00s0960g00010	85	70	83	139	92	114
VIT_02s0012g02760	0	0	1	0	0	0
VIT_17s0000g00130	2934	3491	3121	1982	2577	2581
VIT_10s0116g01800	1307	1131	1075	939	1025	979
VIT_13s0019g03170	1445	1358	1341	1742	1137	1601
VIT_05s0020g02330	101	169	159	114	139	114
VIT_03s0038g04460	549	539	453	323	493	451
VIT_13s0067g03410	1006	973	791	1036	1268	1241
VIT_00s0332g00140	10	5	21	16	15	20
VIT_03s0017g01870	2	3	4	6	4	5
VIT_04s0008g07090	0	0	0	0	0	0
VIT_05s0094g01370	272	354	335	235	215	232
VIT_14s0128g00300	88	85	72	79	87	70
VIT_15s0024g00710	0	1	0	0	1	0
VIT_07s0031g01670	2	3	2	0	2	3
VIT_10s0116g01830	568	645	574	570	515	587
VIT_12s0055g00600	2	1	1	0	2	0
VIT_03s0038g02300	2659	2761	2789	2344	2155	2569
VIT_13s0067g00750	13	12	9	18	29	23
VIT_14s0036g00970	294	314	317	250	244	278
VIT_10s0042g00570	105	134	153	205	167	183
VIT_06s0004g06550	370	355	419	357	216	308
VIT_04s0008g06030	3161	4614	5135	6333	4310	5520
VIT_15s0024g01580	0	0	0	0	0	2
VIT_14s0083g01120	0	0	0	0	1	0
VIT_10s0003g02530	94	138	106	153	72	100
VIT_12s0028g00940	273	408	338	370	158	241
VIT_18s0001g13600	80	65	70	45	71	64
VIT_13s0064g01600	0	0	0	0	0	0
VIT_13s0047g00160	0	0	1	0	1	1
VIT_19s0015g01780	17	16	12	24	13	13
VIT_09s0002g08030	6	4	7	13	3	6
VIT_16s0100g00210	25	22	28	24	24	29
VIT_01s0026g01970	535	492	359	719	670	816
VIT_15s0046g02420	5615	5405	4768	6072	3753	5165
VIT_02s0025g04420	30	29	11	211	39	110
VIT_00s0282g00040	417	394	398	281	318	298
VIT_05s0136g00330	24	16	21	16	27	22
VIT_19s0015g00240	5	0	2	1	2	0
VIT_16s0013g00550	0	0	0	0	0	0
VIT_01s0113g00530	188	151	162	205	204	218
VIT_13s0019g03400	1504	1564	1419	1344	1241	1338
VIT_18s0166g00090	22	15	26	36	17	19
VIT_17s0000g04050	496	396	366	457	505	593
VIT_08s0056g01590	0	3	1	2	2	5
VIT_12s0059g00760	866	1661	1517	1171	978	1272
VIT_11s0149g00240	321	607	636	807	601	783
VIT_06s0004g05090	1117	717	609	728	705	792
VIT_19s0015g01990	0	0	0	0	0	0
VIT_17s0000g08560	2277	2565	2688	2626	1849	2362
VIT_18s0001g00440	784	867	816	793	793	861
VIT_09s0054g01340	17	5	2	8	16	13
VIT_13s0106g00120	47	67	78	41	63	51
VIT_08s0007g03930	737	824	835	917	655	811
VIT_13s0047g00010	996	683	604	792	649	810
VIT_04s0044g00670	0	0	3	0	0	0
VIT_16s0100g00770	2	0	0	5	3	7
VIT_08s0007g01340	952	1031	970	960	908	993
VIT_13s0019g04880	122	91	77	101	115	128
VIT_15s0045g00100	4	2	0	3	3	10
VIT_14s0006g01190	0	0	0	0	0	0
VIT_00s0491g00010	0	0	0	0	0	0
VIT_01s0011g04500	2016	1590	1604	1373	2044	1827
VIT_02s0012g01540	26	17	24	7	11	15
VIT_18s0001g14340	6	6	2	1	8	5
VIT_07s0151g01090	1	3	2	2	3	2
VIT_00s0179g00320	3822	3605	3432	4013	2895	3623
VIT_14s0171g00120	943	1303	751	1571	2496	2074
VIT_18s0001g11280	15	9	9	3	1	4
VIT_17s0000g04170	215	399	376	428	256	364
VIT_09s0054g01480	0	1	1	0	1	1
VIT_19s0014g03980	5	3	8	3	6	8
VIT_13s0019g00980	0	0	0	0	0	0
VIT_19s0014g04870	9	7	10	19	9	14
VIT_16s0050g01900	67	41	33	83	97	80
VIT_15s0048g00630	5531	2603	2214	2537	4514	3662
VIT_12s0059g02510	106	50	66	82	75	89
VIT_07s0104g01260	76	86	42	120	198	140
VIT_04s0023g01540	2010	2196	1736	1953	2231	2316
VIT_02s0025g02600	140	147	83	108	106	122
VIT_05s0029g00450	14	12	19	26	28	30
VIT_17s0000g04810	1963	1947	1601	1653	1986	1946
VIT_07s0005g05220	0	0	0	0	0	0
VIT_14s0036g00500	9	10	11	33	20	41
VIT_19s0015g00700	1126	1188	1113	1390	1357	1442
VIT_01s0010g03410	53	44	38	39	49	55
VIT_14s0068g00760	35	58	65	69	91	60
VIT_01s0011g01350	70	30	31	32	26	29
VIT_14s0060g00350	319	548	444	295	197	297
VIT_15s0021g01660	2	2	1	0	3	2
VIT_04s0043g00750	0	1	0	0	0	1
VIT_11s0016g00570	0	0	2	4	0	0
VIT_12s0059g00660	922	908	841	927	1099	1099
VIT_07s0197g00150	74	70	46	64	59	69
VIT_06s0004g08430	20	51	46	30	22	30
VIT_13s0067g03510	71	44	38	73	102	95
VIT_08s0032g00470	1119	1107	990	1042	1224	1243
VIT_18s0001g04000	0	0	0	0	0	0
VIT_14s0108g00200	0	0	0	0	0	0
VIT_16s0022g00850	0	0	0	0	0	0
VIT_01s0010g02980	1	0	0	0	0	0
VIT_00s0163g00050	0	0	0	0	0	1
VIT_08s0007g01310	249	200	139	231	281	291
VIT_08s0056g01250	527	539	552	408	514	485
VIT_05s0062g00350	11	1	3	12	3	6
VIT_01s0010g03850	803	929	627	992	1559	1424
VIT_06s0004g03360	721	900	869	1328	980	1220
VIT_16s0013g01860	0	0	0	0	0	0
VIT_18s0001g04640	93	35	26	73	24	51
VIT_11s0016g02720	1599	1774	1269	2045	2536	2342
VIT_14s0171g00060	0	0	0	1	0	1
VIT_11s0016g00580	133	153	181	265	156	208
VIT_01s0011g04550	814	379	340	269	171	242
VIT_12s0057g00930	0	3	2	54	152	98
VIT_19s0090g00840	17	2	8	11	13	13
VIT_06s0061g00310	0	0	0	0	0	0
VIT_11s0016g04700	2259	1354	1079	1630	1497	1729
VIT_00s0337g00080	151	225	227	191	136	165
VIT_06s0061g00790	1325	1069	984	1312	1233	1416
VIT_11s0065g00150	1092	903	865	514	760	685
VIT_08s0105g00480	727	562	473	333	488	431
VIT_19s0138g00130	16	19	26	31	40	40
VIT_12s0055g00380	301	403	227	425	761	586
VIT_10s0003g03490	1	2	0	4	8	11
VIT_01s0011g03770	42	110	83	90	35	63
VIT_14s0083g00330	781	951	790	686	681	765
VIT_12s0059g01180	1288	1484	1395	1575	1021	1344
VIT_06s0004g03050	551	362	334	505	408	494
VIT_17s0000g01460	178	205	233	440	450	442
VIT_17s0000g07290	69	77	86	83	61	73
VIT_07s0104g01600	948	690	619	778	1023	901
VIT_01s0127g00500	309	321	322	322	328	328
VIT_00s0704g00010	243	222	203	343	312	321
VIT_07s0005g03300	1	0	0	0	0	0
VIT_04s0008g01890	1156	1203	962	1179	1438	1399
VIT_05s0077g00700	585	687	751	728	679	742
VIT_19s0085g00150	0	0	0	0	0	0
VIT_17s0000g02390	11	5	9	14	25	23
VIT_11s0016g00010	263	291	255	318	339	347
VIT_15s0021g01610	0	0	0	0	0	0
VIT_08s0056g00730	867	911	987	716	829	842
VIT_06s0080g01200	87	41	31	113	73	98
VIT_05s0029g01140	110	53	38	172	521	592
VIT_18s0089g00520	1133	1134	923	706	1071	968
VIT_07s0005g01050	416	473	374	546	684	665
VIT_11s0037g00010	275	296	270	159	375	296
VIT_10s0003g03010	157	166	164	126	109	122
VIT_03s0063g00960	277	336	286	249	269	291
VIT_12s0028g01010	5	4	4	5	11	9
VIT_00s0567g00050	0	0	0	0	0	0
VIT_00s0225g00100	79	54	44	70	64	60
VIT_02s0033g01000	281	241	397	366	208	320
VIT_12s0059g02690	0	0	0	0	0	0
VIT_01s0011g05020	10	15	6	17	4	15
VIT_00s0650g00030	0	0	0	0	0	0
VIT_04s0008g01060	723	632	520	718	901	867
VIT_03s0038g02330	0	1	0	0	0	1
VIT_18s0001g15330	1058	567	656	505	338	420
VIT_07s0095g00760	115	57	47	30	162	100
VIT_14s0006g01670	0	2	4	4	1	4
VIT_09s0002g02540	837	909	961	705	785	765
VIT_02s0025g04960	373	496	488	376	214	307
VIT_02s0033g00120	324	263	215	224	299	302
VIT_02s0025g02090	1223	1145	922	1081	1185	1234
VIT_18s0001g01440	5	8	4	38	26	26
VIT_01s0011g06240	315	273	270	320	334	363
VIT_00s0144g00230	0	1	0	0	0	0
VIT_13s0139g00320	62	46	34	61	90	78
VIT_04s0079g00400	451	523	462	496	457	500
VIT_08s0007g08920	1	1	1	4	8	6
VIT_06s0004g07140	304	403	458	507	405	426
VIT_01s0011g00840	609	665	681	455	812	672
VIT_16s0050g00740	26	23	21	12	18	21
VIT_08s0007g03890	813	1071	1228	1211	954	1105
VIT_03s0063g00410	2	0	0	0	2	0
VIT_01s0127g00300	3	6	2	7	17	14
VIT_08s0007g04720	18	19	14	12	17	21
VIT_16s0039g01330	133	78	65	57	73	81
VIT_08s0007g01460	1006	1058	923	853	946	970
VIT_15s0046g03020	48	51	46	86	95	81
VIT_10s0003g03640	5	1	1	0	1	0
VIT_17s0000g06630	137	117	84	157	159	137
VIT_11s0016g02330	204	207	192	247	176	219
VIT_14s0219g00290	843	813	743	648	758	782
VIT_08s0007g02210	1287	1330	1243	1063	1305	1203
VIT_19s0090g00380	713	690	714	624	702	776
VIT_14s0066g02520	2	1	6	6	2	4
VIT_16s0050g00720	1108	1098	1045	1006	1262	1239
VIT_07s0197g00140	40	20	28	31	30	35
VIT_05s0051g01060	2	1	4	5	7	4
VIT_03s0017g02280	396	269	193	200	335	254
VIT_04s0023g02380	520	301	255	250	253	263
VIT_16s0022g00810	204	259	254	252	200	234
VIT_00s1350g00020	0	0	0	0	0	0
VIT_11s0078g00300	1	1	1	0	1	0
VIT_17s0000g03770	0	0	0	0	0	0
VIT_09s0002g01000	486	348	382	369	421	432
VIT_14s0066g01790	843	859	556	1265	1321	1482
VIT_05s0124g00500	3	1	2	4	0	2
VIT_09s0002g04400	0	0	0	1	0	0
VIT_00s0215g00110	211	133	148	359	321	346
VIT_17s0000g08600	209	175	199	137	207	194
VIT_05s0020g01180	1537	1760	1682	1791	1346	1613
VIT_13s0106g00570	0	1	1	2	1	1
VIT_04s0008g03070	42	32	35	31	26	22
VIT_03s0097g00080	6	1	6	2	4	7
VIT_11s0037g00970	133	140	117	155	188	181
VIT_05s0077g01750	34	24	29	46	36	39
VIT_04s0008g06540	3987	4441	4851	6077	5737	6208
VIT_00s1008g00020	0	0	0	0	0	0
VIT_00s0487g00010	310	70	83	55	58	77
VIT_01s0146g00500	0	0	0	0	0	0
VIT_18s0001g02940	0	0	0	0	0	0
VIT_12s0028g03850	271	265	320	280	254	293
VIT_11s0016g03790	9	11	14	21	18	13
VIT_01s0011g00970	1	0	0	1	0	1
VIT_00s0193g00110	26	23	13	20	33	20
VIT_12s0059g01810	3556	3997	3801	3719	5132	4687
VIT_17s0000g02510	964	995	798	668	822	819
VIT_01s0146g00150	92	107	82	72	123	103
VIT_09s0002g03470	88	146	160	210	67	138
VIT_00s0408g00040	0	0	0	0	0	0
VIT_08s0007g03130	2273	2945	2785	3152	2512	3038
VIT_10s0092g00080	0	0	0	0	0	0
VIT_04s0008g02350	1	1	1	2	0	1
VIT_03s0063g01900	1029	1358	1575	1870	1382	1648
VIT_02s0087g00220	0	0	0	0	0	0
VIT_01s0010g03260	0	0	0	0	0	0
VIT_05s0102g01040	86	69	64	72	64	82
VIT_16s0050g01170	190	225	233	179	156	185
VIT_04s0043g00180	2	4	0	1	0	1
VIT_14s0081g00660	255	315	315	265	251	275
VIT_14s0060g01300	13	30	25	107	107	112
VIT_06s0080g01070	0	0	0	0	1	0
VIT_06s0080g00440	826	1023	1075	1287	1049	1151
VIT_13s0101g00450	0	0	0	0	0	0
VIT_07s0129g00700	0	0	0	0	0	0
VIT_00s0374g00050	35	23	32	20	27	22
VIT_18s0001g05240	0	0	0	0	1	2
VIT_13s0019g01970	42	40	39	53	59	78
VIT_09s0096g00510	0	0	0	0	0	0
VIT_04s0023g02620	1592	1737	1549	1812	1677	1799
VIT_13s0019g02620	0	0	0	0	0	0
VIT_12s0057g00010	2300	2117	1856	2376	2090	2339
VIT_04s0008g05300	497	533	461	615	396	527
VIT_05s0029g01160	0	0	0	0	2	0
VIT_04s0069g00060	3	1	0	0	0	1
VIT_19s0014g05430	691	685	536	960	497	758
VIT_11s0078g00180	139	182	205	161	129	185
VIT_18s0072g01100	0	0	0	1	0	0
VIT_17s0000g05230	1068	1195	1239	1372	993	1263
VIT_05s0062g00160	0	1	0	0	0	0
VIT_13s0064g01530	1	0	0	0	0	0
VIT_08s0040g00760	1323	1223	1293	1033	1105	1085
VIT_08s0105g00550	222	318	320	265	266	291
VIT_17s0119g00280	0	1	2	753	13	295
VIT_16s0100g00670	14	8	12	27	17	17
VIT_08s0056g00430	58	32	24	36	46	43
VIT_04s0008g05020	2884	3081	2889	4289	3274	4054
VIT_18s0072g00230	79	69	70	83	48	62
VIT_03s0088g01160	386	463	414	290	132	218
VIT_19s0135g00030	4	10	8	10	8	5
VIT_04s0023g01820	354	380	431	295	267	299
VIT_18s0122g00480	460	501	469	690	657	721
VIT_11s0016g01290	13	16	11	18	5	8
